timestamp_utc,spot_id,spot_label,status,status_since_utc,track_id,vehicle_type,confidence,dwell_seconds,bbox_x1,bbox_y1,bbox_x2,bbox_y2
2026-06-25T17:21:23.076477+00:00,spot_1,Spot 1,Empty,2026-06-25T14:27:40.405737+00:00,,,,,,,,
2026-06-25T17:21:23.076477+00:00,spot_2,Spot 2,Empty,2026-06-25T16:32:42.378422+00:00,,,,,,,,
2026-06-25T17:21:23.076477+00:00,spot_3,Spot 3,Occupied,2026-06-25T13:47:51.606073+00:00,484,car,0.8139922022819519,14093,442.18499755859375,327.1180419921875,489.034912109375,370.3848876953125
2026-06-25T17:21:23.076477+00:00,spot_4,Spot 4,Occupied,2026-06-25T17:01:21.992176+00:00,597,truck,0.5248246788978577,2160,386.72332763671875,303.0782470703125,443.19549560546875,366.74267578125
2026-06-25T17:21:23.076477+00:00,spot_5,Spot 5,Occupied,2026-06-25T17:08:24.308294+00:00,485,car,0.796233057975769,14041,335.075927734375,328.98052978515625,386.89825439453125,368.6937255859375
2026-06-25T17:21:23.076477+00:00,spot_6,Spot 6,Occupied,2026-06-25T15:29:21.478293+00:00,520,car,0.6843866109848022,9535,282.80828857421875,330.4312744140625,337.33880615234375,365.5135498046875
2026-06-25T17:21:23.076477+00:00,spot_7,Spot 7,Occupied,2026-06-25T17:03:22.006121+00:00,482,car,0.6546834707260132,14633,255.39723205566406,326.87200927734375,303.119873046875,360.32757568359375
2026-06-25T17:21:23.076477+00:00,spot_8,Spot 8,Occupied,2026-06-25T15:31:21.332955+00:00,549,car,0.8072722554206848,6602,187.52890014648438,328.03155517578125,242.70327758789062,353.28558349609375
2026-06-25T17:21:23.076477+00:00,spot_9,Spot 9,Occupied,2026-06-25T17:21:23.076477+00:00,622,truck,0.5221759676933289,0,154.44992065429688,323.4434509277344,192.93563842773438,352.0184020996094
2026-06-25T17:21:23.076477+00:00,spot_10,Spot 10,Empty,2026-06-24T21:26:02.440441+00:00,,,,,,,,
2026-06-25T17:21:23.076477+00:00,spot_11,Spot 11,Occupied,2026-06-25T15:54:05.228962+00:00,516,truck,0.7308845520019531,10102,82.91658020019531,309.23223876953125,153.5702667236328,347.64141845703125
2026-06-25T17:21:23.076477+00:00,spot_12,Spot 12,Empty,2026-06-25T15:54:05.228962+00:00,,,,,,,,
2026-06-25T17:21:23.076477+00:00,spot_13,Spot 13,Empty,2026-06-25T01:06:00.185180+00:00,,,,,,,,
2026-06-25T17:21:23.076477+00:00,spot_14,Spot 14,Empty,2026-06-25T17:21:23.076477+00:00,,,,,,,,
2026-06-25T17:21:23.076477+00:00,spot_15,Spot 15,Empty,2026-06-25T17:11:19.472437+00:00,,,,,,,,
2026-06-25T17:21:23.076477+00:00,spot_16,Spot 16,Empty,2026-06-25T17:17:42.394164+00:00,,,,,,,,
2026-06-25T17:21:23.076477+00:00,spot_17,Spot 17,Empty,2026-06-25T17:16:43.069687+00:00,,,,,,,,
2026-06-25T17:22:23.225747+00:00,spot_1,Spot 1,Empty,2026-06-25T14:27:40.405737+00:00,,,,,,,,
2026-06-25T17:22:23.225747+00:00,spot_2,Spot 2,Empty,2026-06-25T16:32:42.378422+00:00,,,,,,,,
2026-06-25T17:22:23.225747+00:00,spot_3,Spot 3,Occupied,2026-06-25T13:47:51.606073+00:00,484,car,0.8196930289268494,14157,442.21356201171875,326.97003173828125,489.44830322265625,370.54376220703125
2026-06-25T17:22:23.225747+00:00,spot_4,Spot 4,Occupied,2026-06-25T17:01:21.992176+00:00,597,truck,0.49765706062316895,2224,385.96514892578125,323.2380676269531,442.25994873046875,366.6461486816406
2026-06-25T17:22:23.225747+00:00,spot_5,Spot 5,Occupied,2026-06-25T17:08:24.308294+00:00,485,car,0.7995951771736145,14104,334.92437744140625,329.7610778808594,386.14849853515625,368.6835632324219
